datetime,year,month,day,hour,lunYear,lunMonth,lunDay,temperature,precipitationform,precipitationprob,humidity,windspeed,winddirection,cloud,precipitation,snow,sunrise,sunset,sunshine
2020-08-29 00:00:00,2020.0,8.0,29.0,0.0,2020.0,7.0,11.0,26.0,0.0,20.0,90.0,0.9,174.0,3.0,0.0,0.0,603.0,1904.0,13.0
2020-08-29 01:00:00,2020.0,8.0,29.0,1.0,2020.0,7.0,11.0,26.0,0.0,23.33333333333333,91.66666666666669,0.9,176.0,3.333333333333333,0.0,0.0,6.0,19.0,13.0
2020-08-29 02:00:00,2020.0,8.0,29.0,2.0,2020.0,7.0,11.0,26.0,0.0,26.666666666666668,93.33333333333331,0.9,178.0,3.6666666666666665,0.0,0.0,6.0,19.0,13.0
2020-08-29 03:00:00,2020.0,8.0,29.0,3.0,2020.0,7.0,11.0,26.0,0.0,30.0,95.0,0.9,180.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-29 04:00:00,2020.0,8.0,29.0,4.0,2020.0,7.0,11.0,26.0,0.0,30.0,95.0,0.9,138.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-29 05:00:00,2020.0,8.0,29.0,5.0,2020.0,7.0,11.0,26.0,0.0,30.0,95.0,0.9,96.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-29 06:00:00,2020.0,8.0,29.0,6.0,2020.0,7.0,11.0,26.0,0.0,30.0,95.0,0.9,54.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-29 07:00:00,2020.0,8.0,29.0,7.0,2020.0,7.0,11.0,26.33333333333333,0.0,26.666666666666668,93.33333333333331,1.0333333333333334,46.66666666666666,3.6666666666666665,0.0,0.0,6.0,19.0,13.0
2020-08-29 08:00:00,2020.0,8.0,29.0,8.0,2020.0,7.0,11.0,26.666666666666668,0.0,23.33333333333333,91.66666666666669,1.1666666666666667,39.333333333333336,3.333333333333333,0.0,0.0,6.0,19.0,13.0
2020-08-29 09:00:00,2020.0,8.0,29.0,9.0,2020.0,7.0,11.0,27.0,0.0,20.0,90.0,1.3,32.0,3.0,0.0,0.0,6.0,19.0,13.0
2020-08-29 10:00:00,2020.0,8.0,29.0,10.0,2020.0,7.0,11.0,27.33333333333333,0.0,20.0,88.33333333333333,1.5333333333333334,117.33333333333331,3.0,0.0,0.0,6.0,19.0,13.0
2020-08-29 11:00:00,2020.0,8.0,29.0,11.0,2020.0,7.0,11.0,27.666666666666668,0.0,20.0,86.66666666666667,1.7666666666666666,202.66666666666663,3.0,0.0,0.0,6.0,19.0,13.0
2020-08-29 12:00:00,2020.0,8.0,29.0,12.0,2020.0,7.0,11.0,28.0,0.0,20.0,85.0,2.0,288.0,3.0,0.0,0.0,6.0,19.0,13.0
2020-08-29 13:00:00,2020.0,8.0,29.0,13.0,2020.0,7.0,11.0,28.0,0.0,23.33333333333333,85.0,2.1666666666666665,282.0,3.333333333333333,6.666666666666667,0.0,6.0,19.0,13.0
2020-08-29 14:00:00,2020.0,8.0,29.0,14.0,2020.0,7.0,11.0,28.0,0.0,26.666666666666668,85.0,2.333333333333333,276.0,3.6666666666666665,13.333333333333334,0.0,6.0,19.0,13.0
2020-08-29 15:00:00,2020.0,8.0,29.0,15.0,2020.0,7.0,11.0,28.0,0.0,30.0,85.0,2.5,270.0,4.0,20.0,0.0,6.0,19.0,13.0
2020-08-29 16:00:00,2020.0,8.0,29.0,16.0,2020.0,7.0,11.0,27.666666666666668,0.3333333333333333,46.66666666666667,86.66666666666667,2.4,244.3333333333333,4.0,26.666666666666668,0.0,6.0,19.0,13.0
2020-08-29 17:00:00,2020.0,8.0,29.0,17.0,2020.0,7.0,11.0,27.33333333333333,0.6666666666666666,63.333333333333336,88.33333333333333,2.3000000000000003,218.66666666666663,4.0,33.333333333333336,0.0,6.0,19.0,13.0
2020-08-29 18:00:00,2020.0,8.0,29.0,18.0,2020.0,7.0,11.0,27.0,1.0,80.0,90.0,2.2,193.0,4.0,40.0,0.0,6.0,19.0,13.0
2020-08-29 19:00:00,2020.0,8.0,29.0,19.0,2020.0,7.0,11.0,26.666666666666668,1.0,80.0,90.0,1.8666666666666667,188.66666666666663,4.0,40.0,0.0,6.0,19.0,13.0
2020-08-29 20:00:00,2020.0,8.0,29.0,20.0,2020.0,7.0,11.0,26.33333333333333,1.0,80.0,90.0,1.5333333333333332,184.3333333333333,4.0,40.0,0.0,6.0,19.0,13.0
2020-08-29 21:00:00,2020.0,8.0,29.0,21.0,2020.0,7.0,11.0,26.0,1.0,80.0,90.0,1.2,180.0,4.0,40.0,0.0,6.0,19.0,13.0
2020-08-29 22:00:00,2020.0,8.0,29.0,22.0,2020.0,7.0,11.0,25.666666666666668,1.0,80.0,91.66666666666669,1.1666666666666667,183.3333333333333,4.0,40.0,0.0,6.0,19.0,13.0
2020-08-29 23:00:00,2020.0,8.0,29.0,23.0,2020.0,7.0,11.0,25.33333333333333,1.0,80.0,93.33333333333331,1.1333333333333333,186.66666666666663,4.0,40.0,0.0,6.0,19.0,13.0
2020-08-30 00:00:00,2020.0,8.0,30.0,0.0,2020.0,7.0,12.0,25.0,1.0,80.0,95.0,1.1,190.0,4.0,40.0,0.0,604.0,1902.0,13.0
2020-08-30 01:00:00,2020.0,8.0,30.0,1.0,2020.0,7.0,12.0,25.0,1.0,80.0,95.0,1.0666666666666669,188.66666666666663,4.0,45.0,0.0,6.0,19.0,13.0
2020-08-30 02:00:00,2020.0,8.0,30.0,2.0,2020.0,7.0,12.0,25.0,1.0,80.0,95.0,1.0333333333333334,187.3333333333333,4.0,50.0,0.0,6.0,19.0,13.0
2020-08-30 03:00:00,2020.0,8.0,30.0,3.0,2020.0,7.0,12.0,25.0,1.0,80.0,95.0,1.0,186.0,4.0,55.0,0.0,6.0,19.0,13.0
2020-08-30 04:00:00,2020.0,8.0,30.0,4.0,2020.0,7.0,12.0,25.33333333333333,1.0,80.0,95.0,1.0,184.0,4.0,60.0,0.0,6.0,19.0,13.0
2020-08-30 05:00:00,2020.0,8.0,30.0,5.0,2020.0,7.0,12.0,25.666666666666668,1.0,80.0,95.0,1.0,182.0,4.0,65.0,0.0,6.0,19.0,13.0
2020-08-30 06:00:00,2020.0,8.0,30.0,6.0,2020.0,7.0,12.0,26.0,1.0,80.0,95.0,1.0,180.0,4.0,70.0,0.0,6.0,19.0,13.0
2020-08-30 07:00:00,2020.0,8.0,30.0,7.0,2020.0,7.0,12.0,26.33333333333333,0.6666666666666667,63.33333333333333,91.66666666666669,1.1333333333333333,182.66666666666663,4.0,58.333333333333336,0.0,6.0,19.0,13.0
2020-08-30 08:00:00,2020.0,8.0,30.0,8.0,2020.0,7.0,12.0,26.666666666666668,0.3333333333333333,46.66666666666666,88.33333333333333,1.2666666666666666,185.3333333333333,4.0,46.66666666666667,0.0,6.0,19.0,13.0
2020-08-30 09:00:00,2020.0,8.0,30.0,9.0,2020.0,7.0,12.0,27.0,0.0,30.0,85.0,1.4,188.0,4.0,35.0,0.0,6.0,19.0,13.0
2020-08-30 10:00:00,2020.0,8.0,30.0,10.0,2020.0,7.0,12.0,27.666666666666668,0.0,30.0,83.33333333333333,1.6,200.3333333333333,4.0,23.333333333333336,0.0,6.0,19.0,13.0
2020-08-30 11:00:00,2020.0,8.0,30.0,11.0,2020.0,7.0,12.0,28.33333333333333,0.0,30.0,81.66666666666667,1.8,212.66666666666663,4.0,11.666666666666671,0.0,6.0,19.0,13.0
2020-08-30 12:00:00,2020.0,8.0,30.0,12.0,2020.0,7.0,12.0,29.0,0.0,30.0,80.0,2.0,225.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-30 13:00:00,2020.0,8.0,30.0,13.0,2020.0,7.0,12.0,29.0,0.0,30.0,78.33333333333333,2.1666666666666665,233.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-30 14:00:00,2020.0,8.0,30.0,14.0,2020.0,7.0,12.0,29.0,0.0,30.0,76.66666666666667,2.333333333333333,241.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-30 15:00:00,2020.0,8.0,30.0,15.0,2020.0,7.0,12.0,29.0,0.0,30.0,75.0,2.5,249.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-30 16:00:00,2020.0,8.0,30.0,16.0,2020.0,7.0,12.0,28.666666666666668,0.0,30.0,76.66666666666667,2.2666666666666666,253.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-30 17:00:00,2020.0,8.0,30.0,17.0,2020.0,7.0,12.0,28.33333333333333,0.0,30.0,78.33333333333333,2.033333333333333,257.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-30 18:00:00,2020.0,8.0,30.0,18.0,2020.0,7.0,12.0,28.0,0.0,30.0,80.0,1.8,261.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-30 19:00:00,2020.0,8.0,30.0,19.0,2020.0,7.0,12.0,27.33333333333333,0.0,26.666666666666668,83.33333333333333,1.5333333333333334,186.3333333333333,3.6666666666666665,0.0,0.0,6.0,19.0,13.0
2020-08-30 20:00:00,2020.0,8.0,30.0,20.0,2020.0,7.0,12.0,26.666666666666668,0.0,23.33333333333333,86.66666666666667,1.2666666666666666,111.66666666666666,3.333333333333333,0.0,0.0,6.0,19.0,13.0
2020-08-30 21:00:00,2020.0,8.0,30.0,21.0,2020.0,7.0,12.0,26.0,0.0,20.0,90.0,1.0,37.0,3.0,0.0,0.0,6.0,19.0,13.0
2020-08-30 22:00:00,2020.0,8.0,30.0,22.0,2020.0,7.0,12.0,26.0,0.0,23.33333333333333,90.0,0.9666666666666668,44.0,3.333333333333333,0.0,0.0,6.0,19.0,13.0
2020-08-30 23:00:00,2020.0,8.0,30.0,23.0,2020.0,7.0,12.0,26.0,0.0,26.666666666666668,90.0,0.9333333333333332,51.0,3.6666666666666665,0.0,0.0,6.0,19.0,13.0
2020-08-31 00:00:00,2020.0,8.0,31.0,0.0,2020.0,7.0,13.0,26.0,0.0,30.0,90.0,0.9,58.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 01:00:00,2020.0,8.0,31.0,1.0,2020.0,7.0,13.0,25.666666666666668,0.0,30.0,90.0,1.0,58.333333333333336,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 02:00:00,2020.0,8.0,31.0,2.0,2020.0,7.0,13.0,25.33333333333333,0.0,30.0,90.0,1.1,58.66666666666666,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 03:00:00,2020.0,8.0,31.0,3.0,2020.0,7.0,13.0,25.0,0.0,30.0,90.0,1.2,59.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 04:00:00,2020.0,8.0,31.0,4.0,2020.0,7.0,13.0,25.0,0.0,30.0,90.0,1.1333333333333333,63.66666666666666,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 05:00:00,2020.0,8.0,31.0,5.0,2020.0,7.0,13.0,25.0,0.0,30.0,90.0,1.0666666666666669,68.33333333333333,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 06:00:00,2020.0,8.0,31.0,6.0,2020.0,7.0,13.0,25.0,0.0,30.0,90.0,1.0,73.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 07:00:00,2020.0,8.0,31.0,7.0,2020.0,7.0,13.0,25.666666666666668,0.0,30.0,86.66666666666667,1.2333333333333334,77.66666666666667,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 08:00:00,2020.0,8.0,31.0,8.0,2020.0,7.0,13.0,26.33333333333333,0.0,30.0,83.33333333333333,1.4666666666666666,82.33333333333333,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 09:00:00,2020.0,8.0,31.0,9.0,2020.0,7.0,13.0,27.0,0.0,30.0,80.0,1.7,87.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 10:00:00,2020.0,8.0,31.0,10.0,2020.0,7.0,13.0,27.666666666666668,0.0,30.0,76.66666666666667,1.9,90.33333333333331,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 11:00:00,2020.0,8.0,31.0,11.0,2020.0,7.0,13.0,28.33333333333333,0.0,30.0,73.33333333333333,2.1,93.66666666666669,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 12:00:00,2020.0,8.0,31.0,12.0,2020.0,7.0,13.0,29.0,0.0,30.0,70.0,2.3,97.0,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 13:00:00,2020.0,8.0,31.0,13.0,2020.0,7.0,13.0,29.33333333333333,0.0,30.0,68.33333333333333,2.433333333333333,96.66666666666669,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 14:00:00,2020.0,8.0,31.0,14.0,2020.0,7.0,13.0,29.666666666666668,0.0,30.0,66.66666666666667,2.566666666666667,96.33333333333331,4.0,0.0,0.0,6.0,19.0,13.0
2020-08-31 15:00:00,2020.0,8.0,31.0,15.0,2020.0,7.0,13.0,30.0,0.0,30.0,65.0,2.7,96.0,4.0,0.0,0.0,6.0,19.0,13.0
